POSTCODE,STATE,STATE_CODE,AREA_TYPE,SA4_NAME_2021,SA4_CODE_2021,SA2_NAME_2021
5577,SA,4,regional,Barossa - Yorke - Mid North,405,Yorke Peninsula - South
5580,SA,4,regional,Barossa - Yorke - Mid North,405,Yorke Peninsula - North
5581,SA,4,regional,Barossa - Yorke - Mid North,405,Yorke Peninsula - North
5582,SA,4,regional,Barossa - Yorke - Mid North,405,Yorke Peninsula - South
5583,SA,4,regional,Barossa - Yorke - Mid North,405,Yorke Peninsula - South
5600,SA,4,regional,South Australia - Outback,406,Whyalla
5601,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5602,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5603,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5604,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5605,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5606,SA,4,regional,South Australia - Outback,406,Port Lincoln
5607,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5608,SA,4,regional,South Australia - Outback,406,Whyalla
5609,SA,4,regional,South Australia - Outback,406,Whyalla
5611,SA,4,regional,South Australia - Outback,406,Quorn - Lake Gilles
5630,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5631,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5632,SA,4,regional,South Australia - Outback,406,Eyre Peninsula
5633,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5640,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5641,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5642,SA,4,regional,South Australia - Outback,406,Kimba - Cleve - Franklin Harbour
5650,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5651,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5652,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5653,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5654,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5655,SA,4,regional,South Australia - Outback,406,West Coast (SA)
5660,SA,4,regional,South Australia - Outback,406,West Coast (SA)
5661,SA,4,regional,South Australia - Outback,406,West Coast (SA)
5670,SA,4,regional,South Australia - Outback,406,Le Hunte - Elliston
5671,SA,4,regional,South Australia - Outback,406,West Coast (SA)
5680,SA,4,regional,South Australia - Outback,406,West Coast (SA)
5690,SA,4,regional,South Australia - Outback,406,Ceduna
5700,SA,4,regional,South Australia - Outback,406,Port Augusta
5701,SA,4,regional,Barossa - Yorke - Mid North,405,Peterborough - Mount Remarkable
5710,SA,4,regional,South Australia - Outback,406,Port Augusta
5713,SA,4,regional,South Australia - Outback,406,Outback
5715,SA,4,regional,South Australia - Outback,406,Quorn - Lake Gilles
5717,SA,4,regional,South Australia - Outback,406,Quorn - Lake Gilles
5719,SA,4,regional,South Australia - Outback,406,Outback
5720,SA,4,regional,South Australia - Outback,406,Outback
5722,SA,4,regional,South Australia - Outback,406,Outback
5723,SA,4,regional,South Australia - Outback,406,Coober Pedy
5724,SA,4,regional,South Australia - Outback,406,Outback
5725,SA,4,regional,South Australia - Outback,406,Roxby Downs
5730,SA,4,regional,South Australia - Outback,406,Outback
5731,SA,4,regional,South Australia - Outback,406,Outback
5732,SA,4,regional,South Australia - Outback,406,Outback
5733,SA,4,regional,South Australia - Outback,406,Outback
5734,SA,4,regional,South Australia - Outback,406,Outback
5950,SA,4,metro,Adelaide - West,404,Adelaide Airport
6000,WA,5,metro,Perth - Inner,503,Perth (West) - Northbridge
6003,WA,5,metro,Perth - Inner,503,Perth (North) - Highgate
6004,WA,5,metro,Perth - Inner,503,East Perth
6005,WA,5,metro,Perth - Inner,503,Perth (West) - Northbridge
6006,WA,5,metro,Perth - Inner,503,North Perth
6007,WA,5,metro,Perth - Inner,503,Wembley - West Leederville - Glendalough
6008,WA,5,metro,Perth - Inner,503,Subiaco - Shenton Park
6009,WA,5,metro,Perth - Inner,503,Nedlands - Dalkeith - Crawley
6010,WA,5,metro,Perth - Inner,503,Swanbourne - Mount Claremont
6011,WA,5,metro,Perth - Inner,503,Cottesloe
6012,WA,5,metro,Perth - Inner,503,Mosman Park - Peppermint Grove
6014,WA,5,metro,Perth - Inner,503,Wembley - West Leederville - Glendalough
6015,WA,5,metro,Perth - Inner,503,City Beach
6016,WA,5,metro,Perth - Inner,503,Mount Hawthorn - Leederville
6017,WA,5,metro,Perth - North West,505,Stirling - Osborne Park
6018,WA,5,metro,Perth - North West,505,Innaloo - Doubleview
6019,WA,5,metro,Perth - North West,505,Scarborough
6020,WA,5,metro,Perth - North West,505,Sorrento - Marmion
6021,WA,5,metro,Perth - North West,505,Balcatta - Hamersley
6022,WA,5,metro,Perth - North West,505,Balcatta - Hamersley
6023,WA,5,metro,Perth - North West,505,Duncraig
6024,WA,5,metro,Perth - North West,505,Greenwood - Warwick
6025,WA,5,metro,Perth - North West,505,Hillarys
6026,WA,5,metro,Perth - North West,505,Kingsley
6027,WA,5,metro,Perth - North West,505,Joondalup - Edgewater
6028,WA,5,metro,Perth - North West,505,Currambine - Kinross
6029,WA,5,metro,Perth - North West,505,Trigg - North Beach - Watermans Bay
6030,WA,5,metro,Perth - North West,505,Mindarie - Quinns Rocks - Jindalee
6031,WA,5,metro,Perth - North West,505,Carramar
6032,WA,5,metro,Perth - North West,505,Carabooda - Pinjar
6033,WA,5,metro,Perth - North West,505,Carabooda - Pinjar
6034,WA,5,metro,Perth - North West,505,Alkimos - Eglinton
6035,WA,5,metro,Perth - North West,505,Yanchep
6036,WA,5,metro,Perth - North West,505,Butler - Merriwa - Ridgewood
6037,WA,5,regional,Perth - North West,505,Two Rocks
6038,WA,5,metro,Perth - North West,505,Alkimos - Eglinton
6041,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6042,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6043,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6044,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6050,WA,5,metro,Perth - Inner,503,Mount Lawley - Inglewood
6051,WA,5,metro,Perth - North East,504,Maylands
6052,WA,5,metro,Perth - North East,504,Bayswater - Embleton - Bedford
6053,WA,5,metro,Perth - North East,504,Bayswater - Embleton - Bedford
6054,WA,5,metro,Perth - North East,504,Bassendean - Eden Hill - Ashfield
6055,WA,5,metro,Perth - North East,504,Brabham - Henley Brook
6056,WA,5,metro,Perth - North East,504,Swan View - Greenmount - Midvale
6057,WA,5,metro,Perth - South East,506,High Wycombe
6058,WA,5,metro,Perth - South East,506,Forrestfield - Wattle Grove
6059,WA,5,metro,Perth - North West,505,Dianella - South
6060,WA,5,metro,Perth - North West,505,Tuart Hill - Joondanna
6061,WA,5,metro,Perth - North West,505,Balga - Mirrabooka
6062,WA,5,metro,Perth - North East,504,Morley
6063,WA,5,metro,Perth - North East,504,Beechboro
6064,WA,5,metro,Perth - North West,505,Alexander Heights - Koondoola
6065,WA,5,metro,Perth - North West,505,Landsdale
6066,WA,5,metro,Perth - North East,504,Ballajura
6067,WA,5,metro,Perth - North East,504,Ballajura
6068,WA,5,metro,Perth - North East,504,Beechboro
6069,WA,5,metro,Perth - North East,504,Ellenbrook
6070,WA,5,metro,Perth - North East,504,Glen Forrest - Darlington
6071,WA,5,metro,Perth - North East,504,Glen Forrest - Darlington
6072,WA,5,metro,Perth - North East,504,Mundaring
6073,WA,5,metro,Perth - North East,504,Mundaring
6074,WA,5,metro,Perth - North East,504,Mundaring
6076,WA,5,metro,Perth - South East,506,Lesmurdie - Bickley - Carmel
6077,WA,5,metro,Perth - North West,505,Hocking - Pearsall
6078,WA,5,metro,Perth - North West,505,Tapping - Ashby - Sinagra
6079,WA,5,metro,Perth - North West,505,Hocking - Pearsall
6081,WA,5,metro,Perth - North East,504,Mundaring
6082,WA,5,metro,Perth - North East,504,Mundaring
6083,WA,5,regional,Perth - North East,504,Gidgegannup
6084,WA,5,regional,Perth - North East,504,Bullsbrook
6090,WA,5,metro,Perth - North East,504,Malaga
6100,WA,5,metro,Perth - South East,506,Victoria Park - Lathlain - Burswood
6101,WA,5,metro,Perth - South East,506,East Victoria Park - Carlisle
6102,WA,5,metro,Perth - South East,506,Bentley - Wilson - St James
6103,WA,5,metro,Perth - South East,506,Rivervale
6104,WA,5,metro,Perth - South East,506,Belmont - Ascot - Redcliffe
6105,WA,5,metro,Perth - South East,506,Cloverdale
6106,WA,5,metro,Perth - South East,506,Welshpool
6107,WA,5,metro,Perth - South East,506,Cannington - Queens Park
6108,WA,5,metro,Perth - South East,506,Thornlie
6109,WA,5,metro,Perth - South East,506,Maddington - Orange Grove - Martin
6110,WA,5,metro,Perth - South East,506,Huntingdale - Southern River
6111,WA,5,metro,Perth - South East,506,Kelmscott
6112,WA,5,metro,Perth - South East,506,Armadale - Wungong - Brookdale
6121,WA,5,metro,Perth - South East,506,Mundijong
6122,WA,5,metro,Perth - South East,506,Byford
6123,WA,5,metro,Perth - South East,506,Mundijong
6124,WA,5,regional,Perth - South East,506,Serpentine - Jarrahdale
6125,WA,5,regional,Perth - South East,506,Serpentine - Jarrahdale
6126,WA,5,regional,Perth - South East,506,Serpentine - Jarrahdale
6147,WA,5,metro,Perth - South East,506,Parkwood - Ferndale - Lynwood
6148,WA,5,metro,Perth - South East,506,Riverton - Shelley - Rossmoyne
6149,WA,5,metro,Perth - South West,507,Leeming
6150,WA,5,metro,Perth - South West,507,Winthrop
6151,WA,5,metro,Perth - South East,506,South Perth - Kensington
6152,WA,5,metro,Perth - South East,506,Como
6153,WA,5,metro,Perth - South West,507,Applecross - Ardross
6154,WA,5,metro,Perth - South West,507,Booragoon
6155,WA,5,metro,Perth - South East,506,Canning Vale - East
6156,WA,5,metro,Perth - South West,507,Melville
6157,WA,5,metro,Perth - South West,507,Bicton - Palmyra
6158,WA,5,metro,Perth - South West,507,East Fremantle
6159,WA,5,metro,Perth - South West,507,Fremantle
6160,WA,5,metro,Perth - South West,507,Fremantle
6161,WA,5,regional,Perth - South West,507,Fremantle
6162,WA,5,metro,Perth - South West,507,Fremantle - South
6163,WA,5,metro,Perth - South West,507,Hamilton Hill
6164,WA,5,metro,Perth - South West,507,Banjup
6165,WA,5,metro,Perth - South West,507,Hope Valley - Postans
6166,WA,5,metro,Perth - South West,507,Coogee
6167,WA,5,metro,Perth - South West,507,Parmelia - Orelia
6168,WA,5,metro,Perth - South West,507,Rockingham
6169,WA,5,metro,Perth - South West,507,Waikiki
6170,WA,5,metro,Perth - South West,507,Wellard (West) - Bertram
6171,WA,5,metro,Perth - South West,507,Baldivis - South
6172,WA,5,metro,Perth - South West,507,Port Kennedy
6173,WA,5,metro,Perth - South West,507,Singleton - Golden Bay - Secret Harbour
6174,WA,5,metro,Perth - South West,507,Singleton - Golden Bay - Secret Harbour
6175,WA,5,metro,Perth - South West,507,Singleton - Golden Bay - Secret Harbour
6176,WA,5,metro,Perth - South West,507,Karnup
6180,WA,5,metro,Mandurah,502,Mandurah - North
6181,WA,5,metro,Mandurah,502,Mandurah - North
6182,WA,5,metro,Mandurah,502,Mandurah - North
6207,WA,5,regional,Mandurah,502,Pinjarra
6208,WA,5,metro,Mandurah,502,Pinjarra
6209,WA,5,metro,Mandurah,502,Mandurah - East
6210,WA,5,metro,Mandurah,502,Halls Head - Erskine
6211,WA,5,metro,Mandurah,502,Dawesville - Bouvard
6213,WA,5,regional,Western Australia - Wheat Belt,509,Murray
6214,WA,5,regional,Mandurah,502,Pinjarra
6215,WA,5,regional,Bunbury,501,Waroona
6218,WA,5,regional,Bunbury,501,Harvey
6219,WA,5,regional,Bunbury,501,Harvey
6220,WA,5,regional,Bunbury,501,Harvey
6221,WA,5,regional,Bunbury,501,Harvey
6223,WA,5,regional,Bunbury,501,Harvey
6224,WA,5,regional,Bunbury,501,Harvey
6225,WA,5,regional,Bunbury,501,Collie
6226,WA,5,regional,Bunbury,501,Harvey
6227,WA,5,regional,Bunbury,501,Dardanup
6228,WA,5,regional,Bunbury,501,Dardanup
6229,WA,5,regional,Bunbury,501,Dardanup
6230,WA,5,regional,Bunbury,501,South Bunbury - Bunbury
6232,WA,5,regional,Bunbury,501,Eaton - Pelican Point
6233,WA,5,regional,Bunbury,501,Australind - Leschenault
6236,WA,5,regional,Bunbury,501,Dardanup
6237,WA,5,regional,Bunbury,501,Capel
6239,WA,5,regional,Bunbury,501,Donnybrook - Balingup
6240,WA,5,regional,Bunbury,501,Donnybrook - Balingup
6243,WA,5,regional,Bunbury,501,Bridgetown - Boyup Brook
6244,WA,5,regional,Bunbury,501,Bridgetown - Boyup Brook
6251,WA,5,regional,Bunbury,501,Donnybrook - Balingup
6252,WA,5,regional,Bunbury,501,Donnybrook - Balingup
6253,WA,5,regional,Bunbury,501,Donnybrook - Balingup
6254,WA,5,regional,Bunbury,501,Bridgetown - Boyup Brook
6255,WA,5,regional,Bunbury,501,Bridgetown - Boyup Brook
6256,WA,5,regional,Bunbury,501,Bridgetown - Boyup Brook
6258,WA,5,regional,Bunbury,501,Manjimup
6260,WA,5,regional,Bunbury,501,Pemberton
6262,WA,5,regional,Bunbury,501,Pemberton
6271,WA,5,regional,Bunbury,501,Capel
6275,WA,5,regional,Bunbury,501,Pemberton
6280,WA,5,regional,Bunbury,501,Busselton - West
6281,WA,5,regional,Bunbury,501,Busselton Surrounds
6282,WA,5,regional,Bunbury,501,Busselton Surrounds
6284,WA,5,regional,Bunbury,501,Augusta
6285,WA,5,regional,Bunbury,501,Margaret River
6286,WA,5,regional,Bunbury,501,Augusta
6288,WA,5,regional,Bunbury,501,Augusta
6290,WA,5,regional,Bunbury,501,Augusta
6302,WA,5,regional,Western Australia - Wheat Belt,509,York - Beverley
6304,WA,5,regional,Western Australia - Wheat Belt,509,York - Beverley
6306,WA,5,regional,Western Australia - Wheat Belt,509,Brookton
6308,WA,5,regional,Western Australia - Wheat Belt,509,Brookton
6309,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6311,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6312,WA,5,regional,Western Australia - Wheat Belt,509,Narrogin
6313,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6315,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6316,WA,5,regional,Western Australia - Wheat Belt,509,Katanning
6317,WA,5,regional,Western Australia - Wheat Belt,509,Katanning
6318,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6320,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6321,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6322,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6323,WA,5,regional,Western Australia - Wheat Belt,509,Plantagenet
6324,WA,5,regional,Western Australia - Wheat Belt,509,Plantagenet
6326,WA,5,regional,Western Australia - Wheat Belt,509,Plantagenet
6327,WA,5,regional,Western Australia - Wheat Belt,509,Albany Surrounds
6328,WA,5,regional,Western Australia - Wheat Belt,509,Albany Surrounds
6330,WA,5,regional,Western Australia - Wheat Belt,509,Albany
6333,WA,5,regional,Western Australia - Wheat Belt,509,Denmark
6335,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6336,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6337,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6338,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6341,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6343,WA,5,regional,Western Australia - Wheat Belt,509,Gnowangerup
6346,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6348,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6350,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6351,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6352,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6353,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6355,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6356,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6357,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6358,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6359,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6361,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6363,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6365,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6367,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6368,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6369,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6370,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6372,WA,5,regional,Western Australia - Wheat Belt,509,Kulin
6373,WA,5,regional,Western Australia - Wheat Belt,509,Brookton
6375,WA,5,regional,Western Australia - Wheat Belt,509,Brookton
6383,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6384,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6385,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6386,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6390,WA,5,regional,Western Australia - Wheat Belt,509,Murray
6391,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6392,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6393,WA,5,regional,Western Australia - Wheat Belt,509,Wagin
6394,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6395,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6396,WA,5,regional,Western Australia - Wheat Belt,509,Kojonup
6397,WA,5,regional,Western Australia - Wheat Belt,509,Plantagenet
6398,WA,5,regional,Bunbury,501,Pemberton
6401,WA,5,regional,Western Australia - Wheat Belt,509,Northam
6403,WA,5,regional,Western Australia - Wheat Belt,509,Northam
6405,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6407,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6409,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6410,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6411,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6412,WA,5,regional,Western Australia - Wheat Belt,509,Cunderdin
6413,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6414,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6415,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6418,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6419,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6420,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6421,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6422,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6423,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6424,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6425,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6426,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6427,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6428,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6429,WA,5,regional,Western Australia - Outback (South),511,Kambalda - Coolgardie - Norseman
6430,WA,5,regional,Western Australia - Outback (South),511,Kalgoorlie
6431,WA,5,regional,Western Australia - Outback (South),511,Leinster - Leonora
6432,WA,5,regional,Western Australia - Outback (South),511,Boulder
6434,WA,5,regional,Western Australia - Outback (South),511,Kambalda - Coolgardie - Norseman
6436,WA,5,regional,Western Australia - Outback (South),511,Leinster - Leonora
6437,WA,5,regional,Western Australia - Outback (South),511,Leinster - Leonora
6438,WA,5,regional,Western Australia - Outback (South),511,Leinster - Leonora
6440,WA,5,regional,Western Australia - Outback (South),511,Leinster - Leonora
6442,WA,5,regional,Western Australia - Outback (South),511,Kambalda - Coolgardie - Norseman
6443,WA,5,regional,Western Australia - Outback (South),511,Kambalda - Coolgardie - Norseman
6445,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6446,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6447,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6448,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6450,WA,5,regional,Western Australia - Outback (South),511,Esperance
6452,WA,5,regional,Western Australia - Outback (South),511,Esperance Surrounds
6460,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6461,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6462,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6463,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6465,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6466,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6467,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6468,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6470,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6472,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6473,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6475,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6476,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6477,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6479,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6480,WA,5,regional,Western Australia - Wheat Belt,509,Merredin
6484,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6485,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6487,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6488,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6489,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6490,WA,5,regional,Western Australia - Wheat Belt,509,Mukinbudin
6501,WA,5,regional,Western Australia - Wheat Belt,509,Chittering
6502,WA,5,regional,Western Australia - Wheat Belt,509,Chittering
6503,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6504,WA,5,regional,Western Australia - Wheat Belt,509,Chittering
6505,WA,5,regional,Western Australia - Wheat Belt,509,Chittering
6506,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6507,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6509,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6510,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6511,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6512,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6513,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6514,WA,5,regional,Western Australia - Outback (South),511,Morawa
6515,WA,5,regional,Western Australia - Outback (South),511,Morawa
6516,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6517,WA,5,regional,Western Australia - Outback (South),511,Morawa
6518,WA,5,regional,Western Australia - Outback (South),511,Morawa
6519,WA,5,regional,Western Australia - Outback (South),511,Morawa
6521,WA,5,regional,Western Australia - Wheat Belt,509,Gingin - Dandaragan
6522,WA,5,regional,Western Australia - Outback (South),511,Morawa
6525,WA,5,regional,Western Australia - Outback (South),511,Irwin
6528,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6530,WA,5,regional,Western Australia - Outback (South),511,Geraldton
6532,WA,5,regional,Western Australia - Outback (South),511,Geraldton - North
6535,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6536,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6537,WA,5,regional,Western Australia - Outback (South),511,Exmouth
6556,WA,5,regional,Perth - North East,504,Chidlow
6558,WA,5,regional,Perth - North East,504,Chidlow
6560,WA,5,regional,Western Australia - Wheat Belt,509,Northam
6562,WA,5,regional,Western Australia - Wheat Belt,509,Northam
6564,WA,5,regional,Western Australia - Wheat Belt,509,Northam
6566,WA,5,regional,Western Australia - Wheat Belt,509,Toodyay
6567,WA,5,regional,Western Australia - Wheat Belt,509,Toodyay
6568,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6569,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6571,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6572,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6574,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6575,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6603,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6605,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6606,WA,5,regional,Western Australia - Wheat Belt,509,Dowerin
6608,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6609,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6612,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6613,WA,5,regional,Western Australia - Wheat Belt,509,Moora
6614,WA,5,regional,Western Australia - Outback (South),511,Morawa
6616,WA,5,regional,Western Australia - Outback (South),511,Morawa
6620,WA,5,regional,Western Australia - Outback (South),511,Morawa
6623,WA,5,regional,Western Australia - Outback (South),511,Morawa
6625,WA,5,regional,Western Australia - Outback (South),511,Morawa
6627,WA,5,regional,Western Australia - Outback (South),511,Morawa
6628,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6630,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6631,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6632,WA,5,regional,Western Australia - Outback (South),511,Northampton - Mullewa - Greenough
6635,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6638,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6639,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6640,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6642,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6646,WA,5,regional,Western Australia - Outback (South),511,Meekatharra
6701,WA,5,regional,Western Australia - Outback (South),511,Carnarvon
6705,WA,5,regional,Western Australia - Outback (South),511,Exmouth
6707,WA,5,regional,Western Australia - Outback (South),511,Exmouth
6710,WA,5,regional,Western Australia - Outback (North),510,Ashburton (WA)
6712,WA,5,regional,Western Australia - Outback (North),510,Ashburton (WA)
6713,WA,5,regional,Western Australia - Outback (North),510,Roebourne
6714,WA,5,regional,Western Australia - Outback (North),510,Karratha
6716,WA,5,regional,Western Australia - Outback (North),510,Ashburton (WA)
6718,WA,5,regional,Western Australia - Outback (North),510,Roebourne
6720,WA,5,regional,Western Australia - Outback (North),510,Roebourne
6721,WA,5,regional,Western Australia - Outback (North),510,Port Hedland
6722,WA,5,regional,Western Australia - Outback (North),510,South Hedland
6725,WA,5,regional,Western Australia - Outback (North),510,Broome
6726,WA,5,regional,Western Australia - Outback (North),510,Broome
6728,WA,5,regional,Western Australia - Outback (North),510,Derby - West Kimberley
6740,WA,5,regional,Western Australia - Outback (North),510,Kununurra
6743,WA,5,regional,Western Australia - Outback (North),510,Kununurra
6751,WA,5,regional,Western Australia - Outback (North),510,Ashburton (WA)
6753,WA,5,regional,Western Australia - Outback (North),510,Newman
6754,WA,5,regional,Western Australia - Outback (North),510,Ashburton (WA)
6758,WA,5,regional,Western Australia - Outback (North),510,East Pilbara
6760,WA,5,regional,Western Australia - Outback (North),510,East Pilbara
6762,WA,5,regional,Western Australia - Outback (North),510,East Pilbara
6765,WA,5,regional,Western Australia - Outback (North),510,Derby - West Kimberley
6770,WA,5,regional,Western Australia - Outback (North),510,Halls Creek
6798,,9,regional,Other Territories,901,Christmas Island
6799,,9,regional,Other Territories,901,Cocos (Keeling) Islands
